192644094,760541804,839271526,237233350,477553379,972543527,856270926,834950717,1354337978,1047536230,322762571,1028494673,315194440,807855529,304723831,937629630,1302424384,689073022,891145755,643067469,154829053,1040492660,825537529,699083679,243995316,1021455755,


508165118,1040357713,431245775,401147935,224879084,521129551,906600520,971223807,396287868,1051245392,626004648,1174859070,1019034010,1037426253,934474587,1083385996,268340727,771545523,1260604980,923993689,1079357930,918611292,1112168252,1373428074,297574033,337269498,


918586110,938470588,954963073,82554097,1085052490,1317615846,1273357518,613711437,933554851,1045538307,1100769436,717243877,313829463,1233789760,1316013330,335781832,255462156,446470773,582422157,1195661598,436827591,883147213,1179507514,583269237,856008084,362630156,


507804926,669944239,757923823,1108235866,854565424,881571235,1021089396,634814632,1050468698,1299948934,988770252,954760864,994531297,791901250,1021170423,437262824,828219509,799774436,1020667248,445706353,1200254310,738564119,954836082,1202661074,974511377,609201633,


191300347,346378765,720197654,100523860,933272798,467974572,823587211,560044645,1145615400,1471395778,1318331996,1204628338,1188476628,654879445,988972150,531941997,616309403,270580390,1049912668,801666272,964542519,1195459620,1337846436,1037799998,918431678,752505809,


697695744,809335029,128503229,1159361892,229955976,1040695480,1028836913,1356305716,1037765483,1083811466,542130662,1286369032,476036494,907835872,678734546,668427036,918125740,1199216762,779806742,1174013698,888780504,911361598,236605391,993983007,1077175626,804594874,


932609277,276765274,932529610,458528252,684445504,685080864,858910342,1078660372,546962482,570970194,114800432,944814399,1020529922,843492909,1149420300,363920469,1009644090,595850284,937848454,557359114,1082992002,883815882,600633518,620273072,581002681,548557253,


50528765,320312514,1048684150,506132305,937277965,549713858,900647862,496930828,1276889088,506582495,555904396,537803153,770337260,548090245,597990463,865461817,987424764,820029000,1177371530,412415181,273063044,641629742,568860645,740522878,134162452,674046745,


159907067,876188099,1112814250,663091603,1077070704,1073999100,1254074910,817666446,717796162,1079820698,908095391,592013756,1226180230,1439613578,696717982,720908030,765526214,1013252502,996451719,894357556,917804060,622305663,483408574,1190660898,1240985396,619089276,


552666111,254143335,263643622,934534986,575776420,826064148,961452534,464072592,981797497,768603769,686670404,841769567,452520938,1019255881,636049901,269297372,638111504,985559234,745108423,924129641,304354243,1258016158,1007397755,510438603,819682475,542367225,


333118717,1046492838,1016059979,482830118,971773193,981513423,1170156548,708109301,1347887804,73039453,772041660,1159411580,846004127,1151328904,1201777344,1042896373,799865646,164181277,1173679384,444652336,947117146,429782742,969497677,791642596,705632181,974310522,


235044093,1001291001,1148504322,700849147,794274420,1068064407,1341821964,589008039,561329327,1076963742,598281338,663906109,721819347,712442044,926431291,684890955,810133186,414821479,902867410,615467000,1146475900,472859747,669001231,946474059,1083609448,1143421622,


587170815,611361056,1115930798,1488718120,505264623,649188061,932281807,565717810,398053301,1220255380,1031222717,1211059692,1122963468,585440191,620860146,1072104963,295062850,602117892,756174298,56743334,1119870676,631164766,287501270,1404265384,889713875,830993349,


202440189,1248175752,730343358,1258588218,646850637,1171242946,1005974219,963917672,706333132,1168206356,1146770658,931258749,641451307,183423450,1070152040,539403225,480196825,1403634246,571579372,936741781,493450789,981982380,1186781368,1056437725,1043945198,547433258,


489095168,544101163,742265568,350329002,1039325208,853552110,1378434762,586190384,1277010210,1013440944,1131009246,164069621,755874076,561345664,1172053028,830729789,520162245,364034826,849636216,758673095,1344037838,491384619,844186477,751001991,1081483524,520350810,


66519798,425240888,414423688,746529217,759272253,466103545,1080266954,686233682,352860521,669940725,272215801,749224559,1187340374,640978749,216998251,1243983882,1328870480,986243010,326374662,425253423,1397727360,863392759,947614171,987292354,1194659230,1393284460,


1056146174,1106030488,571649143,280082846,387847574,1049430307,981727437,917230112,469058719,532422556,585145052,558000366,762198125,808259668,882952928,879570981,922869153,269183733,643160541,1085934410,1098166062,1063059097,232700691,1104148372,829493162,430506060,


1060568320,847382531,898982101,62962550,756960533,437898777,843628309,274871949,1483596780,1253656548,1123418162,273399288,1021761189,79932389,406261617,648299137,796316795,248411465,688261573,756314104,1163623934,609395278,377082437,1411272328,925420245,819062271,


998735102,1218564604,743894005,395701445,1118637672,968223312,1292919828,322867266,1218968200,261670041,525750031,983979090,668760925,1137496254,615351077,1068510894,1042386888,980594796,423752345,532719536,294559894,1147156672,1000220200,1219110744,598613798,189502174,


485686270,847244181,586591759,505669410,908050603,1101016420,1211792000,918297718,806074081,1294727486,1002028656,681205588,683294952,652350242,727993513,1173368314,666432836,961790508,1183150398,464041779,713062660,531269566,835400687,411640897,886016398,338442203,


82738427,806213941,998799702,1074740900,390163386,504250256,1006269718,1079874658,1420616494,1170428596,594202021,1296051524,604170524,1115014882,763702608,973267949,1056144781,872890396,1069188359,1079637822,1103623012,202963600,756154976,506739639,911371219,1270846040,


322338044,199135522,702630893,1264782946,588721910,1059759376,879411328,670465428,146359129,679459111,1181297804,1064125987,1079255034,1086417224,190214082,633620101,887278696,1235193628,606898867,579373583,1274825840,676758210,248917811,885294719,528006789,859557330,


891616254,519108183,789518784,971322480,1229984182,493922506,581829602,545721133,472466180,933341401,940271920,992134517,743418432,915773408,591360568,1069602615,291807799,1026647080,259367796,1239082770,1056415448,868684178,1124124154,519904049,1019189488,61310740,


724763391,1189186252,720905704,872421601,927228048,1192502450,1184922160,1055936866,585875202,182290766,522943798,725317666,492650853,1391848106,257845542,821204185,743553538,455121696,691185620,364817803,1194541612,879991337,353910042,1056037818,1105380404,1087603596,


902265855,562255957,536226435,209990240,761897737,841766181,425135703,201317322,622489147,300926361,718289243,442358312,173022828,221525668,422794421,534839881,739154645,183717900,1252603368,1052510093,1432577124,612699302,1003689750,824866848,1443652470,343226281,


297827326,941563895,889034918,1080956020,349214161,989878621,835205867,513280574,825470494,655171956,887438193,698528399,1360432698,577173938,1157117100,690702522,456045173,751542581,1079229248,998223409,1195092722,454818872,1254105518,1186592630,1271981548,685872698,


992836864,703415146,588779577,655602104,699189692,945397133,712420311,1019577670,360027150,818544305,789092948,810414794,873323419,1007604259,985045380,775174231,1139529368,691742517,806876866,610963885,1218477688,558688433,1223783946,482149801,782842226,407351881,


679346685,797379223,1035487012,1158453510,500390545,500347708,633954524,309027865,1432421672,324998931,535731006,353842225,948154902,184610631,1030658981,625301525,545143084,918472903,1066508432,244407305,1403801188,762322278,1236275790,874491996,1169468096,540104651,


361268224,982910544,1335786612,818183662,489064091,153903604,960859740,868636665,797434430,1020014631,757302304,1128146956,948334857,924099933,850379686,536418736,287200515,758499009,834989877,1209797188,1053969126,1000624565,1036585086,424765685,169771194,611936746,


675644414,813151211,895066113,327693775,1262904726,947952716,700653742,227137848,616735214,479066011,1056878148,619239783,846394753,229317071,1011738731,888757623,1169988952,732590315,769061313,772915975,997218708,1417125362,950298004,813393740,368896735,522045003,


681212926,947109676,229934986,418209265,1126422754,892850307,1386146788,357410401,1380479840,1121288308,308900663,1439252546,845631429,1049751750,698719332,867265626,518992434,749935478,1043438866,815117229,1125636268,438559647,902358710,675301147,1061860842,1214612726,


349963006,1085046352,818658202,920337669,623629359,783283199,713090300,1094280214,850228419,813007451,788068384,150631648,993742788,258636501,909043499,529990385,1059424358,1440527618,730919082,1036541588,1010965689,669994759,562409369,1337895678,623344415,844789026,


